# cpu,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz
# logical_cores,8
# ram_gb,7.75
# compiler,MSVC 1944
# build,Release/RelWithDebInfo (NDEBUG)
# timestamp,2026-08-27T11:18:44
case_id,scramble,scramble_length,known_optimal,config,solver,heuristic,order_moves,threads,time_limit_ms,solution_length,milliseconds,nodes_expanded,nodes_generated,nodes_pruned,moves_skipped,iterations,initial_heuristic,final_threshold,proven_lower_bound,peak_memory_bytes,status,verified
d10-4,L' B2 U R U2 D2 L' B' D B',10,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,10,10.604,22830,22830,0,0,10,-1,-1,-1,103755776,solved,1
d10-5,L2 U2 D' B2 D R2 F' L D R',10,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,10,12.830,79380,79380,0,0,9,-1,-1,-1,103755776,solved,1
d10-6,L2 U2 B' R U D' R2 L D' L',10,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,10,1.956,4704,4704,0,0,9,-1,-1,-1,103755776,solved,1
d10-7,B' R2 U L' D F2 U' L2 B' L,10,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,10,128.275,407589,407589,0,0,10,-1,-1,-1,103755776,solved,1
d10-8,U2 L F' R' F' L2 F2 D2 L' B,10,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,10,12.716,20483,20483,0,0,9,-1,-1,-1,103755776,solved,1
d10-9,U' B2 R2 L2 D' R' B D F2 B2,10,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,10,8.139,26199,26199,0,0,9,-1,-1,-1,103755776,solved,1
d15-0,B U D2 B R2 B2 L2 U D R2 F' L' D B R,15,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,201.644,289823,289823,0,0,12,-1,-1,-1,103755776,solved,1
d15-1,B' U' D2 L D' L2 D L F' L' B2 L' B2 U2 L2,15,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,202.166,400126,400126,0,0,12,-1,-1,-1,103755776,solved,1
d15-2,L' F D L2 B R' D F' D' B' L2 D' L' B2 D2,15,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,201.352,383792,383792,0,0,12,-1,-1,-1,103755776,solved,1
d15-3,R2 D2 R U' R' B R' B R2 L' B R' L' D' L',15,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,18,203.799,481896,481896,0,0,12,-1,-1,-1,103755776,solved,1
d15-4,U L' D' B2 L B D2 R L2 F L2 D' F L2 B,15,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,19,202.375,353260,353260,0,0,12,-1,-1,-1,103755776,solved,1
d15-5,F2 L2 D B' D2 F R2 F2 U2 F' U2 F' B2 U' R,15,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,14,201.671,363360,363360,0,0,11,-1,-1,-1,103755776,solved,1
d15-6,B2 U' L' F R2 D F2 B2 D2 L' U F' R' L2 D,15,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,201.486,349726,349726,0,0,12,-1,-1,-1,103755776,solved,1
d15-7,F2 D' R' D2 R L B2 L F D' L2 B L' B2 L2,15,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,19,205.170,375286,375286,0,0,12,-1,-1,-1,103755776,solved,1
d15-8,F2 U' B U2 R' B2 D' B U R2 L2 B2 R' U B,15,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,19,201.214,390439,390439,0,0,12,-1,-1,-1,103755776,solved,1
d15-9,B' R2 F2 U D' B2 U2 R B' D2 L2 B U D2 B,15,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,201.685,341727,341727,0,0,12,-1,-1,-1,103755776,solved,1
d20-0,F2 U2 R B U L B2 R2 U' D2 F' D L' F2 D' B D2 R L D',20,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,201.104,360100,360100,0,0,12,-1,-1,-1,103755776,solved,1
d20-1,D' R2 L2 U L D2 F2 U2 B2 D2 L U F D F2 B' L F' R F,20,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,205.259,399805,399805,0,0,12,-1,-1,-1,103755776,solved,1
d20-2,F2 R' B' R' L2 U2 B2 U D2 F R U' B' L' B' U2 L2 D L' B2,20,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,200.130,376671,376671,0,0,12,-1,-1,-1,103755776,solved,1
d20-3,B U2 R2 B2 U' L' F D' R D' L' U D2 L' B D R' D F2 B,20,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,200.867,383823,383823,0,0,12,-1,-1,-1,103755776,solved,1
d20-4,B' D2 F' U2 R B' U' L' U2 B' L B2 D F D L2 F R U B2,20,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,200.860,330609,330609,0,0,12,-1,-1,-1,103755776,solved,1
d20-5,D2 F2 U2 F L2 U L2 D R' U R U' F' L' D F' B R' D' B,20,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,19,202.176,384163,384163,0,0,12,-1,-1,-1,103755776,solved,1
d20-6,U F' U' B2 U' R2 L B R' L D' F B' D2 L2 F' D' B2 D2 L',20,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,203.651,363994,363994,0,0,12,-1,-1,-1,103755776,solved,1
d20-7,U2 L D' B' D2 R' F B' L B2 R2 L2 U F B L F L U2 R',20,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,200.030,353421,353421,0,0,12,-1,-1,-1,103755776,solved,1
d20-8,B2 L' F L2 U R B2 L F B' D2 R2 F2 D' L U2 L' U' D B,20,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,19,202.913,432594,432594,0,0,12,-1,-1,-1,103755776,solved,1
d20-9,U' R' B2 R2 B L' U' D' B L2 D' B2 R U D' L2 F2 L D R2,20,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,204.720,413114,413114,0,0,12,-1,-1,-1,103755776,solved,1
d25-0,F' U2 L' B' D' F R2 F2 B' D R2 F2 L B2 R2 F' B' L2 B' R B L' U' L' B2,25,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,19,203.602,434553,434553,0,0,12,-1,-1,-1,103755776,solved,1
d25-1,B' U2 B2 D B' U' F2 R D B R2 F' U' F R U L2 U D2 F2 R B R' D' B',25,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,22,202.133,390247,390247,0,0,12,-1,-1,-1,103755776,solved,1
d25-2,L B U2 R L2 D' L2 D2 R2 D' F2 B D' B L2 F' B U' D' R' D2 F D' F2 D2,25,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,203.860,458270,458270,0,0,12,-1,-1,-1,103755776,solved,1
d25-3,R D' L2 U F' L D' B2 D2 R' F B' R' F2 L2 U2 L' U L D' F R2 U' F2 L2,25,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,19,203.985,417196,417196,0,0,12,-1,-1,-1,103755776,solved,1
d25-4,R F' D2 R2 U2 F2 L B' R' F2 L F B' L' U' R' U' B' D2 R2 L U D B D',25,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,22,205.957,375823,375823,0,0,12,-1,-1,-1,103755776,solved,1
d25-5,B2 D' L' B2 L' U2 R B L' D L D L D F U' F U' R B' D R2 U2 D2 B',25,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,203.173,357106,357106,0,0,12,-1,-1,-1,103755776,solved,1
d25-6,F D2 F' B2 L' U2 B2 D' B' D2 F2 B' L B' L2 D2 B2 U2 F' L' F L B U' R',25,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,202.935,354805,354805,0,0,12,-1,-1,-1,103755776,solved,1
d25-7,R' L D2 B U' F2 B D2 F' R U' F' D2 R' D R2 U B' D' F2 R L' B2 D B2,25,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,22,200.012,617378,617378,0,0,11,-1,-1,-1,103755776,solved,1
d25-8,B D2 R B D' R L' U' F2 U' D B' L B2 D' R2 D2 F B R2 F' B2 R' U' R2,25,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,201.960,284365,284365,0,0,12,-1,-1,-1,103755776,solved,1
d25-9,F' B2 D2 B' L' B' D' B' R' B2 U' B' D' B L2 F' B D F U2 F' U' L B' U',25,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,202.576,360737,360737,0,0,12,-1,-1,-1,103755776,solved,1
d30-0,L' D R2 D F2 U2 L D R2 U2 L B2 R2 D R D B U L D F2 D R2 D' B2 D2 F R L' F,30,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,18,202.755,341703,341703,0,0,12,-1,-1,-1,103755776,solved,1
d30-1,R' L B L2 F2 D2 B' R2 L2 B' L B' D2 R' F R2 L2 B' U L' B2 D2 L B' D' R' D B R2 L2,30,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,201.646,387849,387849,0,0,12,-1,-1,-1,103755776,solved,1
d30-2,L U2 F2 B2 R' L' F B U2 B2 L' F2 D' B R' D R F2 L' B' D' B L2 B2 L U' B2 D2 L' D',30,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,206.581,332754,332754,0,0,12,-1,-1,-1,103755776,solved,1
d30-3,F2 D' L U L2 U' L B R' D R' U2 R L2 F' L F' L2 B2 L F2 U' R2 U' L' D2 R' B2 L2 U2,30,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,311.051,331989,331989,0,0,12,-1,-1,-1,103755776,solved,1
d30-4,L2 F' L U2 B D' F' U L' B2 D' F' B' D' R D2 R' U2 R' B2 L' F' L' F D' B2 U' D' L B2,30,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,203.089,341629,341629,0,0,12,-1,-1,-1,103755776,solved,1
d30-5,U R B R' L2 B2 R2 U2 B' L D2 B2 L B' D' R' L2 D' R L2 U D R2 F' L D L F2 R' D2,30,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,22,205.098,368792,368792,0,0,12,-1,-1,-1,103755776,solved,1
d30-6,R D B L' U2 B' U' F D2 F' B2 L2 U L2 D B' R B2 D' B' D R2 L D L D2 L2 F2 L F2,30,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,20,200.378,437647,437647,0,0,12,-1,-1,-1,103755776,solved,1
d30-7,R L2 F D2 B' D2 B L' U' R2 B U2 F' D B L U D2 F2 L2 F' U2 R2 L D2 B2 U' R' U F2,30,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,200.470,353463,353463,0,0,12,-1,-1,-1,103755776,solved,1
d30-8,U2 D2 R2 F D B' R2 B' D2 F B2 D' R' L' U L2 U L F R' U B' U F U B2 L2 U' B D',30,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,201.918,413826,413826,0,0,12,-1,-1,-1,103755776,solved,1
d30-9,D2 R2 U2 B' L2 B D R B' U' L' U2 D F B L F2 R' F2 U R' U B2 D2 B' R2 L2 F2 R2 D,30,-1,kociemba-200ms,kociemba-two-phase,two-phase pruning tables,0,1,200,21,205.331,246412,246412,0,0,12,-1,-1,-1,103755776,solved,1
